Market,Customer,Business Segment,Category,Model,Color,SalesDate,SalesPeriod,ListPrice,UnitPrice,OrderQty,Sales Amount
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,1/12/2008,1/1/2008,3400,2040,2,4080
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,1/7/2008,1/1/2008,3400,2040,6,12240
Southeast,Better Bike Shop,Clothing,Caps,Cycling Cap,Multi,1/28/2008,1/1/2008,9,5,1,5
Southeast,Better Bike Shop,Clothing,Socks,Mountain Bike Socks,White,1/22/2008,1/1/2008,10,6,5,29
Southeast,Better Bike Shop,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,1/4/2008,1/1/2008,50,29,2,58
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,1/17/2008,1/1/2008,3400,2040,5,10200
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Silver,1/21/2008,1/1/2008,3400,2040,5,10200
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,1/14/2008,1/1/2008,3375,2025,8,16200
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,1/5/2008,1/1/2008,3375,2025,5,10125
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,1/9/2008,1/1/2008,3375,2025,2,4050
Southeast,Better Bike Shop,Bikes,Mountain Bikes,Mountain-100,Black,1/5/2008,1/1/2008,3375,2025,3,6075
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,2/7/2008,2/1/2008,3578,2147,1,2147
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,2/10/2008,2/1/2008,3578,2147,2,4294
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,2/21/2008,2/1/2008,3578,2147,2,4294
Northwest,A Bike Store,Accessories,Helmets,Sport-100,Black,2/7/2008,2/1/2008,35,20,1,20
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Black,2/21/2008,2/1/2008,783,419,4,1678
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,2/19/2008,2/1/2008,783,419,1,419
Northwest,A Bike Store,Accessories,Helmets,Sport-100,Blue,3/3/2008,2/1/2008,35,20,1,20
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,2/25/2008,2/1/2008,1458,875,1,875
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,2/13/2008,2/1/2008,1458,875,2,1750
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,2/18/2008,2/1/2008,1458,875,2,1750
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,2/25/2008,2/1/2008,783,419,1,419
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,2/28/2008,2/1/2008,783,419,4,1678
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,2/23/2008,2/1/2008,1458,875,1,875
Northwest,A Bike Store,Bikes,Road Bikes,Road-150,Red,3/1/2008,2/1/2008,3578,2147,2,4294
Northwest,A Bike Store,Bikes,Road Bikes,Road-450,Red,2/18/2008,2/1/2008,1458,875,3,2624
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Red,2/23/2008,2/1/2008,783,419,1,419
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Black,2/8/2008,2/1/2008,783,419,1,419
Northwest,A Bike Store,Bikes,Road Bikes,Road-650,Black,2/14/2008,2/1/2008,783,419,1,419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,2/3/2008,2/1/2008,783,419,4,1678
Northeast,Exotic Bikes,Components,Road Frames,ML Road Frame,Red,2/5/2008,2/1/2008,595,357,1,357
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-450,Red,2/18/2008,2/1/2008,1458,875,2,1750
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-150,Red,2/10/2008,2/1/2008,3578,2147,1,2147
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,2/27/2008,2/1/2008,783,419,2,839
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-450,Red,2/27/2008,2/1/2008,1458,875,1,875
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-450,Red,2/4/2008,2/1/2008,1458,875,4,3499
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,2/25/2008,2/1/2008,783,419,1,419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Black,3/1/2008,2/1/2008,783,419,1,419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Black,2/14/2008,2/1/2008,783,419,1,419
Northeast,Exotic Bikes,Bikes,Road Bikes,Road-650,Red,2/1/2008,2/1/2008,783,419,6,2517
Southwest,Journey Sporting Goods,Clothing,Socks,Mountain Bike Socks,White,2/14/2008,2/1/2008,10,6,14,77
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Black,2/22/2008,2/1/2008,3375,2025,2,4050
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,2/23/2008,2/1/2008,3400,2040,2,4080
Southwest,Journey Sporting Goods,Clothing,Caps,Cycling Cap,Multi,2/13/2008,2/1/2008,9,5,3,16
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,2/14/2008,2/1/2008,3400,2040,5,10200
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Black,2/5/2008,2/1/2008,3375,2025,2,4050
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Black,2/7/2008,2/1/2008,3375,2025,2,4050
Southwest,Journey Sporting Goods,Bikes,Mountain Bikes,Mountain-100,Silver,2/4/2008,2/1/2008,3400,2040,4,8160
Southwest,Journey Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,3/1/2008,2/1/2008,50,29,2,58
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,2/19/2008,2/1/2008,337,184,1,184
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,2/13/2008,2/1/2008,337,184,1,184
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,2/21/2008,2/1/2008,783,419,1,419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,2/4/2008,2/1/2008,783,419,2,839
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Black,2/4/2008,2/1/2008,337,179,2,357
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-450,Red,2/11/2008,2/1/2008,1458,875,3,2624
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,2/28/2008,2/1/2008,783,419,1,419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Red,2/21/2008,2/1/2008,783,419,2,839
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-450,Red,2/13/2008,2/1/2008,1458,875,4,3499
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-450,Red,2/9/2008,2/1/2008,1458,875,3,2624
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Black,2/8/2008,2/1/2008,783,419,1,419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-150,Red,2/2/2008,2/1/2008,3578,2147,1,2147
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,2/8/2008,2/1/2008,337,184,1,184
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Red,2/9/2008,2/1/2008,337,184,1,184
Southeast,Every Bike Shop,Components,Road Frames,LL Road Frame,Black,2/19/2008,2/1/2008,337,179,1,179
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-650,Black,2/20/2008,2/1/2008,783,419,1,419
Southeast,Every Bike Shop,Bikes,Road Bikes,Road-150,Red,3/1/2008,2/1/2008,3578,2147,1,2147
Southeast,Metro Bike Mart,Clothing,Socks,Mountain Bike Socks,White,2/6/2008,2/1/2008,10,6,2,11
Southeast,Metro Bike Mart,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/12/2008,2/1/2008,50,29,2,58
Northwest,Outdoor Sports Supply,Bikes,Mountain Bikes,Mountain-100,Black,2/23/2008,2/1/2008,3375,2025,4,8100
Northwest,Outdoor Sports Supply,Clothing,Caps,Cycling Cap,Multi,2/24/2008,2/1/2008,9,5,2,10
Northwest,Outdoor Sports Supply,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/10/2008,2/1/2008,50,29,4,115
Northwest,Outdoor Sports Supply,Bikes,Mountain Bikes,Mountain-100,Silver,2/10/2008,2/1/2008,3400,2040,2,4080
Northwest,Outdoor Sports Supply,Bikes,Mountain Bikes,Mountain-100,Black,2/14/2008,2/1/2008,3375,2025,4,8100
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,2/13/2008,2/1/2008,337,184,4,736
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,2/10/2008,2/1/2008,337,184,1,184
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,3/3/2008,2/1/2008,783,419,2,839
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-150,Red,2/3/2008,2/1/2008,3578,2147,2,4294
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/4/2008,2/1/2008,50,29,1,29
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,2/14/2008,2/1/2008,783,419,3,1258
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Blue,2/10/2008,2/1/2008,35,20,5,101
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,2/21/2008,2/1/2008,1458,875,2,1750
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Red,2/19/2008,2/1/2008,35,20,1,20
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Black,2/23/2008,2/1/2008,337,179,2,357
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/12/2008,2/1/2008,50,29,4,115
Southwest,Preferred Bikes,Clothing,Caps,Cycling Cap,Multi,2/15/2008,2/1/2008,9,5,2,10
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,2/2/2008,2/1/2008,783,419,3,1258
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,2/5/2008,2/1/2008,783,419,2,839
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,2/8/2008,2/1/2008,1458,875,1,875
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,2/25/2008,2/1/2008,337,184,1,184
Southwest,Preferred Bikes,Components,Road Frames,LL Road Frame,Red,2/22/2008,2/1/2008,337,184,3,552
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,2/1/2008,2/1/2008,783,419,2,839
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,2/3/2008,2/1/2008,783,419,4,1678
Southwest,Preferred Bikes,Accessories,Helmets,Sport-100,Black,2/11/2008,2/1/2008,35,20,1,20
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Red,2/8/2008,2/1/2008,783,419,8,3356
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,2/23/2008,2/1/2008,1458,875,2,1750
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,2/28/2008,2/1/2008,783,419,5,2097
Southwest,Preferred Bikes,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/6/2008,2/1/2008,50,29,3,87
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-650,Black,2/11/2008,2/1/2008,783,419,3,1258
Southwest,Preferred Bikes,Components,Road Frames,ML Road Frame,Red,2/14/2008,2/1/2008,595,357,1,357
Southwest,Preferred Bikes,Bikes,Road Bikes,Road-450,Red,2/2/2008,2/1/2008,1458,875,2,1750
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Silver,2/17/2008,2/1/2008,3400,2040,1,2040
Southeast,Unified Sports Company,Clothing,Socks,Mountain Bike Socks,White,2/24/2008,2/1/2008,10,6,2,11
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Black,3/3/2008,2/1/2008,3375,2025,4,8100
Southeast,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Silver,2/7/2008,2/1/2008,1365,723,2,1445
Southeast,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Black,2/13/2008,2/1/2008,1350,715,3,2144
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Black,2/24/2008,2/1/2008,3375,2025,4,8100
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Silver,3/1/2008,2/1/2008,3400,2040,6,12240
Southeast,Unified Sports Company,Bikes,Mountain Bikes,Mountain-100,Black,2/26/2008,2/1/2008,3375,2025,2,4050
Southeast,Unified Sports Company,Components,Mountain Frames,HL Mountain Frame,Black,2/17/2008,2/1/2008,1350,810,2,1620
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,2/1/2008,2/1/2008,783,419,1,419
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,2/4/2008,2/1/2008,783,419,1,419
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Black,2/9/2008,2/1/2008,783,419,1,419
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Black,2/10/2008,2/1/2008,783,419,2,839
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-450,Red,2/15/2008,2/1/2008,1458,875,2,1750
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-650,Red,2/16/2008,2/1/2008,783,419,2,839
Northeast,Wholesale Bikes,Bikes,Road Bikes,Road-450,Red,2/1/2008,2/1/2008,1458,875,2,1750
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,2/10/2008,2/1/2008,3375,2025,2,4050
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,2/25/2008,2/1/2008,3400,2040,2,4080
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,2/13/2008,2/1/2008,3400,2040,1,2040
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Silver,2/3/2008,2/1/2008,3400,2040,2,4080
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,3/3/2008,2/1/2008,3375,2025,2,4050
Northeast,Only Bikes and Accessories,Bikes,Mountain Bikes,Mountain-100,Black,2/6/2008,2/1/2008,3375,2025,1,2025
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,2/24/2008,2/1/2008,1350,715,1,715
Northwest,Raw Materials Inc,Accessories,Helmets,Sport-100,Red,2/26/2008,2/1/2008,35,20,1,20
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Silver,2/5/2008,2/1/2008,3400,2040,3,6120
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,2/14/2008,2/1/2008,1350,715,1,715
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Black,2/12/2008,2/1/2008,3375,2025,3,6075
Northwest,Raw Materials Inc,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/16/2008,2/1/2008,50,29,2,58
Northwest,Raw Materials Inc,Accessories,Helmets,Sport-100,Black,2/26/2008,2/1/2008,35,20,2,40
Northwest,Raw Materials Inc,Clothing,Caps,Cycling Cap,Multi,2/24/2008,2/1/2008,9,5,5,26
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Silver,2/8/2008,2/1/2008,1365,723,2,1445
Northwest,Raw Materials Inc,Accessories,Helmets,Sport-100,Blue,2/9/2008,2/1/2008,35,20,3,61
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Silver,2/1/2008,2/1/2008,3400,2040,2,4080
Northwest,Raw Materials Inc,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/15/2008,2/1/2008,50,29,1,29
Northwest,Raw Materials Inc,Components,Mountain Frames,HL Mountain Frame,Black,2/16/2008,2/1/2008,1350,810,1,810
Northwest,Raw Materials Inc,Bikes,Mountain Bikes,Mountain-100,Black,2/26/2008,2/1/2008,3375,2025,2,4050
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Red,2/20/2008,2/1/2008,783,419,3,1258
Northeast,Tire Company,Bikes,Road Bikes,Road-450,Red,2/20/2008,2/1/2008,1458,875,3,2624
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Black,2/23/2008,2/1/2008,783,419,1,419
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Red,2/20/2008,2/1/2008,783,419,3,1258
Northeast,Tire Company,Bikes,Road Bikes,Road-650,Red,2/22/2008,2/1/2008,783,419,1,419
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,2/2/2008,2/1/2008,3375,2025,3,6075
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,2/23/2008,2/1/2008,3400,2040,3,6120
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,2/25/2008,2/1/2008,3375,2025,2,4050
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Black,2/18/2008,2/1/2008,3375,2025,6,12150
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,2/14/2008,2/1/2008,3400,2040,2,4080
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,2/14/2008,2/1/2008,3400,2040,2,4080
Northwest,Suburban Cycle Shop,Bikes,Mountain Bikes,Mountain-100,Silver,3/2/2008,2/1/2008,3400,2040,2,4080
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,2/20/2008,2/1/2008,783,419,4,1678
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,2/14/2008,2/1/2008,783,419,2,839
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,2/3/2008,2/1/2008,3578,2147,1,2147
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,2/7/2008,2/1/2008,783,419,1,419
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,2/28/2008,2/1/2008,3578,2147,4,8588
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,2/17/2008,2/1/2008,783,419,6,2517
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,2/18/2008,2/1/2008,783,419,2,839
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,2/9/2008,2/1/2008,783,419,1,419
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,2/17/2008,2/1/2008,783,419,4,1678
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,2/10/2008,2/1/2008,1458,875,3,2624
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,2/21/2008,2/1/2008,783,419,1,419
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,2/10/2008,2/1/2008,783,419,4,1678
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,2/28/2008,2/1/2008,1458,875,4,3499
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,2/24/2008,2/1/2008,3578,2147,5,10735
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,2/13/2008,2/1/2008,3578,2147,1,2147
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,2/9/2008,2/1/2008,783,419,3,1258
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Black,2/5/2008,2/1/2008,783,419,6,2517
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,2/5/2008,2/1/2008,1458,875,1,875
Southwest,Farthermost Bike Shop,Clothing,Caps,Cycling Cap,Multi,2/23/2008,2/1/2008,9,5,4,21
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-150,Red,2/15/2008,2/1/2008,3578,2147,6,12882
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-650,Red,3/1/2008,2/1/2008,783,419,4,1678
Southwest,Farthermost Bike Shop,Bikes,Road Bikes,Road-450,Red,2/18/2008,2/1/2008,1458,875,2,1750
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,2/2/2008,2/1/2008,3578,2147,2,4294
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,3/3/2008,2/1/2008,783,419,1,419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,2/25/2008,2/1/2008,783,419,5,2097
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-450,Red,2/27/2008,2/1/2008,1458,875,5,4374
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,2/19/2008,2/1/2008,3578,2147,1,2147
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,2/28/2008,2/1/2008,3578,2147,1,2147
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,2/27/2008,2/1/2008,783,419,4,1678
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-450,Red,3/2/2008,2/1/2008,1458,875,1,875
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,2/28/2008,2/1/2008,783,419,1,419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,2/8/2008,2/1/2008,783,419,2,839
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-450,Red,2/19/2008,2/1/2008,1458,875,1,875
Southeast,New and Used Bicycles,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,3/1/2008,2/1/2008,50,29,2,58
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,2/6/2008,2/1/2008,783,419,1,419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,2/22/2008,2/1/2008,783,419,1,419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-150,Red,2/19/2008,2/1/2008,3578,2147,3,6441
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Black,3/1/2008,2/1/2008,783,419,1,419
Southeast,New and Used Bicycles,Bikes,Road Bikes,Road-650,Red,2/7/2008,2/1/2008,783,419,2,839
Southeast,New and Used Bicycles,Clothing,Caps,Cycling Cap,Multi,3/2/2008,2/1/2008,9,5,2,10
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Red,2/24/2008,2/1/2008,783,419,1,419
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Red,2/11/2008,2/1/2008,783,419,1,419
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,3/2/2008,2/1/2008,3578,2147,1,2147
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,2/26/2008,2/1/2008,783,419,2,839
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,2/5/2008,2/1/2008,3578,2147,1,2147
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,3/2/2008,2/1/2008,3578,2147,6,12882
Northwest,Sure & Reliable Sporting Goods,Clothing,Caps,Cycling Cap,Multi,2/26/2008,2/1/2008,9,5,5,26
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,2/2/2008,2/1/2008,783,419,3,1258
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,2/6/2008,2/1/2008,3578,2147,4,8588
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,2/25/2008,2/1/2008,1458,875,4,3499
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,2/7/2008,2/1/2008,1458,875,2,1750
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,2/7/2008,2/1/2008,783,419,2,839
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,2/10/2008,2/1/2008,783,419,3,1258
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Red,2/27/2008,2/1/2008,783,419,2,839
Northwest,Sure & Reliable Sporting Goods,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,3/1/2008,2/1/2008,50,29,6,173
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Red,2/28/2008,2/1/2008,783,419,2,839
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,2/21/2008,2/1/2008,783,419,4,1678
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-150,Red,2/6/2008,2/1/2008,3578,2147,6,12882
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,2/1/2008,2/1/2008,1458,875,1,875
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,2/19/2008,2/1/2008,1458,875,1,875
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-450,Red,2/14/2008,2/1/2008,1458,875,3,2624
Northwest,Sure & Reliable Sporting Goods,Bikes,Road Bikes,Road-650,Black,2/4/2008,2/1/2008,783,419,3,1258
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-650,Red,2/19/2008,2/1/2008,783,419,1,419
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-650,Black,2/12/2008,2/1/2008,783,419,1,419
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-150,Red,2/21/2008,2/1/2008,3578,2147,1,2147
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-650,Black,2/26/2008,2/1/2008,783,419,2,839
Southwest,Wire Baskets and Parts,Accessories,Helmets,Sport-100,Blue,2/3/2008,2/1/2008,35,20,3,61
Southwest,Wire Baskets and Parts,Clothing,Jerseys,Long-Sleeve Logo Jersey,Multi,2/4/2008,2/1/2008,50,29,2,58
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-450,Red,2/6/2008,2/1/2008,1458,875,2,1750
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-650,Black,3/1/2008,2/1/2008,783,419,5,2097
Southwest,Wire Baskets and Parts,Bikes,Road Bikes,Road-450,Red,2/24/2008,2/1/2008,1458,875,2,1750
